id,lang,name,summary,introduction,open_time,district,address,tel,fax,lat,long,services,category,consume,update_time
1501,zh-tw,義珍肉脯舖,"本店在此已經開業30多年了，我們店內零售、批發均可，販賣的項目：只要是豬肉類加工方面都有，如：肉乾、香腸、肉絲、肉條等等。
我們的商品全部都是我們自己的工廠生產出來的，非常適合中秋、過年過節送的伴手禮喔！ 
有宅配服務，訂單$1500元以上免運費，歡迎來電詢問喔！",本店在此已經開業30多年了，我們店內零售、批發均可，販賣的項目：只要是豬肉類加工方面都有，如：肉乾、香腸、肉絲、肉條等等。 我們的商品全部都是我們自己的工廠生產出來的，非常適合中秋、過年過節送的伴手禮喔！ 有宅配服務，訂單$1500元以上免運費，歡迎來電詢問喔！,週一~週六08:00–14:00、16:00–20:00，週日休息,東區,701 臺南市東區裕農路616號,+886-6-2683747,,22.98845,120.23544,,伴手好禮,美食,2021-03-04 12:01:51
1503,zh-tw,上海好味道小籠湯包,本店創立於1992年，小菜有40~50種。老闆全家擁有三張乙級中餐烹調證照，本店強調衛生，用心，專業，好味道，選用新鮮，尚好的食材，不添加過多調味料。老闆在大學餐飲學系教授餐飲課程。,本店創立於1992年，小菜有40~50種。老闆全家擁有三張乙級中餐烹調證照，本店強調衛生，用心，專業，好味道，選用新鮮，尚好的食材，不添加過多調味料。老闆在大學餐飲學系教授餐飲課程。,週一~週日10:30–23:00,東區,701 臺南市東區東安路26號,+886-6-2081601,,22.99153,120.22631,,麵食醬料、中式美食,美食,2022-02-02 12:02:47
1504,zh-tw,上富小吃店,"原先位於舊東門圓環時期已在做油湯，是於民國57年被拆遷後，才搬至小南及師院附小圍牆邊。不論中、晚餐時間，總是大排長龍，請問了老闆娘他們店的特色為何？老闆娘很直接的回答：「他們堅持採用新鮮豬肉」。 
店裡的滷排骨飯55元、咖哩飯55元、中食110元也是從創業就傳承至今的特色之ㄧ。至於中食，類似一份套餐，有生菜沙拉、炸魚、炸蝦、炸豬排。除了四道招牌料理之外，上有提供三道湯品，「川芎腦隨湯、排骨湯、味增湯」也非常值得品嚐一回。",原先位於舊東門圓環時期已在做油湯，是於民國57年被拆遷後，才搬至小南及師院附小圍牆邊。不論中、晚餐時間，總是大排長龍，請問了老闆娘他們店的特色為何？老闆娘很直接的回答：「他們堅持採用新鮮豬肉」。 店裡的滷排骨飯55元、咖哩飯55元、中食110元也是從創業就傳承至今的特色之ㄧ。至於中食，類似一份套餐，有生菜沙拉、炸魚、炸蝦、炸豬排。除了四道招牌料理之外，上有提供三道湯品，「川芎腦隨湯、排骨湯、味增湯」也非常值得品嚐一回。,週一~週日11:45–20:00,東區,701 臺南市東區大同路一段142號,+886-6-2131503,,22.98287,120.21377,,地方小吃、中式美食,美食,2021-03-04 12:01:52
1505,zh-tw,85度C咖啡蛋糕-台南東寧店,85度名字的由來，85度C 這好記又特別的名字，取名來自「咖啡在攝氏85度時喝起來最好喝的意思」，在此溫度下可讓您品嚐到咖啡中甘、苦、酸、香醇等均衡的口感，而這也代表的是85度C品牌希望產品呈現給顧客都是最優質品質、最美味、超值的精神，也期待消費者到85度C消費都能感受到品牌所帶給的甜蜜幸福感動。,85度名字的由來，85度C 這好記又特別的名字，取名來自「咖啡在攝氏85度時喝起來最好喝的意思」，在此溫度下可讓您品嚐到咖啡中甘、苦、酸、香醇等均衡的口感，而這也代表的是85度C品牌希望產品呈現給顧客都是最優質品質、最美味、超值的精神，也期待消費者到85度C消費都能感受到品牌所帶給的甜蜜幸福感動。,週一~週日06:30–00:00,東區,701 臺南市東區東寧路465號,+886-6-2098177,,22.98936,120.23058,,甜點糕餅、咖啡茶鋪、飲料冰品,美食,2021-03-04 12:01:52
1506,zh-tw,庫肯花園餐廳,"庫肯花園 Keukenhof Garden，名字取自於荷蘭美麗的後花園 - 庫肯霍夫花園，既是庭院，又是廚房，也是Jacoba女伯爵為親朋好友準備自製佳餚的好所在。 
庫肯花園，餐廳外的歐風佈置，總又讓人恍如置身國外的感覺。這兒是許多路人駐足拍照的熱門景點！
庫肯花園的前身原是長春藤，非常有氣質的一家餐廳。 以白色為主調的設計，配上大量原木傢俱，再加上一些精緻的小裝飾，呈現出非常典雅的歐式氛圍。",庫肯花園 Keukenhof Garden，名字取自於荷蘭美麗的後花園 - 庫肯霍夫花園，既是庭院，又是廚房，也是Jacoba女伯爵為親朋好友準備自製佳餚的好所在。 庫肯花園，餐廳外的歐風佈置，總又讓人恍如置身國外的感覺。這兒是許多路人駐足拍照的熱門景點！ 庫肯花園的前身原是長春藤，非常有氣質的一家餐廳。 以白色為主調的設計，配上大量原木傢俱，再加上一些精緻的小裝飾，呈現出非常典雅的歐式氛圍。,週一~週日11:30–15:00、17:30–20:45,東區,701 臺南市東區大學路22巷1號,+886-6-2352201,,22.99585,120.22123,,甜點糕餅、異國料理、飲料冰品,美食,2022-02-02 12:03:32
1509,zh-tw,阿地牛排館,阿地牛排館，有著憨直的老闆和老闆娘一直秉持著對排餐的熱忱和堅持，每天都提供最新鮮的肉品來作為店中的食材，不論是明蝦、牛肉、羊排、豬肉、雞肉，均提供原味；也可以依個人的喜好選擇不同的醬汁（黑胡椒、蘑菇、洋蔥等）。,阿地牛排館，有著憨直的老闆和老闆娘一直秉持著對排餐的熱忱和堅持，每天都提供最新鮮的肉品來作為店中的食材，不論是明蝦、牛肉、羊排、豬肉、雞肉，均提供原味；也可以依個人的喜好選擇不同的醬汁（黑胡椒、蘑菇、洋蔥等）。,週一~週日11:00–23:00,南區,702 臺南市南區明興路62號,+886-6-2612768,,22.95962,120.18755,,異國料理,美食,2021-03-04 12:01:52
1510,zh-tw,轉角餐廳 Corner Steak House,"大學路22巷紅磚道上，成大學區的靜僻小巷裡。轉角餐廳有著南台灣鳳凰花橘色熱情，與歐式白色優雅風華的外觀。轉角的創店主廚-曾榮雄曾至歐洲工作，在台北晶華飯店尚未開幕前 
已經在當時最頂級的環貿聯誼Bankers Club，(Bankers Club是培育當今許多傑出餐飲人士的溫床)後在台北晶華酒店開幕時擔任義大利廳副主廚，1995年，Dream Come Ture，在台南完成開店的夢想，如今專業的餐飲經驗加上經營的用心，讓轉角成為南台灣中高層人士最愛的用餐地點之一，更是許多商務人士招待外國賓客最津津樂道的款",大學路22巷紅磚道上，成大學區的靜僻小巷裡。轉角餐廳有著南台灣鳳凰花橘色熱情，與歐式白色優雅風華的外觀。轉角的創店主廚-曾榮雄曾至歐洲工作，在台北晶華飯店尚未開幕前 已經在當時最頂級的環貿聯誼Bankers Club，(Bankers Club是培育當今許多傑出餐飲人士的溫床)後在台北晶華酒店開幕時擔任義大利廳副主廚，1995年，Dream Come Ture，在台南完成開店的夢想，如今專業的餐飲經驗加上經營的用心，讓轉角成為南台灣中高層人士最愛的用餐地點之一，更是許多商務人士招待外國賓客最津津樂道的款,週一~週日11:30–14:00、17:30–21:00,東區,701 臺南市東區大學路22巷12號,+886-6-2754321,,22.99534,120.22122,,異國料理、飲料冰品,美食,2022-02-02 12:03:11
1511,zh-tw,繆思義式餐坊,"『繆思園Muses Garden』，身在Muses中，沒有壓力與喧囂，只有寧靜與悠閒的享受；『繆思園』 提供多樣化的異國料理美食：排餐、義大利麵、焗烤、火鍋、韓式石鍋、鐵板燒、素食套餐與精緻下午茶套餐，讓您一邊品嘗可口佳餚，一邊享受無拘無束的音樂空間。 
店長極力推薦繆思園招牌餐：『香煎松阪豬排』&『香烤德式豬腳』，『香煎松阪豬排』選用豬頸肉部位，搭配主廚私房配方醃漬後，經由主廚巧手香煎半熟再烘烤全熟，鮮嫩的肉塊和著鮮甜肉汁入口，絕對讓您允指回味，妙不可言 『香烤德式豬腳』經過主廚獨特製作方式：燉煮、油炸",『繆思園Muses Garden』，身在Muses中，沒有壓力與喧囂，只有寧靜與悠閒的享受；『繆思園』 提供多樣化的異國料理美食：排餐、義大利麵、焗烤、火鍋、韓式石鍋、鐵板燒、素食套餐與精緻下午茶套餐，讓您一邊品嘗可口佳餚，一邊享受無拘無束的音樂空間。 店長極力推薦繆思園招牌餐：『香煎松阪豬排』&amp;『香烤德式豬腳』，『香煎松阪豬排』選用豬頸肉部位，搭配主廚私房配方醃漬後，經由主廚巧手香煎半熟再烘烤全熟，鮮嫩的肉塊和著鮮甜肉汁入口，絕對讓您允指回味，妙不可言 『香烤德式豬腳』經過主廚獨特製作方式：燉煮、油炸,週一~週日11:30–14:00、17:00–21:00，週三休息,北區,704 臺南市北區北園街8巷58號,+886-6-2363918,,23.01091,120.22397,,甜點糕餅、異國料理、飲料冰品,美食,2021-03-04 12:01:53
1516,zh-tw,永林綜合料理台南本店 Yonlin Restaurant,永林小吃14年前從土產台灣牛肉起家，從一家店面擴充到目前五家店面的規模，吸引無數媒體報導，永林獲得老饕的肯定，原因其實很簡單，對新鮮食材的堅持，實實在在的料理方式，盡量採用現代人追求健康的烹調等都是主因。,永林小吃14年前從土產台灣牛肉起家，從一家店面擴充到目前五家店面的規模，吸引無數媒體報導，永林獲得老饕的肯定，原因其實很簡單，對新鮮食材的堅持，實實在在的料理方式，盡量採用現代人追求健康的烹調等都是主因。,週一~週日10:00~24:00,東區,701 臺南市東區東豐路441號,+886-6-2093462,,23.00239,120.22688,,地方小吃、中式美食,美食,2022-02-02 12:03:07
1517,zh-tw,水缸豆花,,取名水缸豆花，是因為豆花裝在水缸內，吃起來會有特別的口感。 黃豆是使用非基因黃豆，金字塔能量水，絕不添加任何防腐劑。 保證純手工製作！ 販賣 ： 紅豆、綠豆、大豆、珍珠、波霸豆花，豆漿，薏仁湯。,週一~週日11:00~21:00,東區,701 臺南市東區崇善路255號,06-2883898,,22.97862,120.22606,,飲料冰品、柑仔店,美食,2021-03-04 12:01:53
1518,zh-tw,大同包子店,"創業於民國54年，第一代負責人任陰秋，是位光復後來台的外省藉軍人。初到台灣時，生活困苦，於是向親戚學習包子、饅頭的做法，便開始做起包子店的生意。 
主要與別家包子店不同於獨特的餡料。傳統包子肉、蔥、高麗菜的搭配，改變成冬粉、肉、蔥的餡料。 除此之外，麵皮也是相當有咬勁。完全在手工柔橄，勁道十足，目前負責人任怡誠說：「一般包子店都使用低筋麵粉來製作包子、饅頭，因此吃起來較為鬆軟」；而大同包子則使用中筋麵粉，保持有勁及香Q的口感。咬起來像似包子在嘴裡跳舞喔！",創業於民國54年，第一代負責人任陰秋，是位光復後來台的外省藉軍人。初到台灣時，生活困苦，於是向親戚學習包子、饅頭的做法，便開始做起包子店的生意。 主要與別家包子店不同於獨特的餡料。傳統包子肉、蔥、高麗菜的搭配，改變成冬粉、肉、蔥的餡料。 除此之外，麵皮也是相當有咬勁。完全在手工柔橄，勁道十足，目前負責人任怡誠說：「一般包子店都使用低筋麵粉來製作包子、饅頭，因此吃起來較為鬆軟」；而大同包子則使用中筋麵粉，保持有勁及香Q的口感。咬起來像似包子在嘴裡跳舞喔！,週一~週日05:30–19:30，週二休息,中西區,700 臺南市中西區府連路14號,+886-6-2141008,,22.98192,120.20984,,中式美食,美食,2022-02-02 12:03:46
1519,zh-tw,千香麥香雞專賣店,"1. 本店以新鮮的食材製作食品。
2. 請求快速與便利。
3. 麥香雞由老闆獨創特製調味，深獲客人愛戴。
4. 蛋餅也不像現在外面的餅皮，本店餅皮 Q 軟，也是老闆親自調配。
5. 咖啡牛奶、花生牛奶等冷熱飲，因味道香濃，獨特是許多客人必點的飲品。",1. 本店以新鮮的食材製作食品。 2. 請求快速與便利。 3. 麥香雞由老闆獨創特製調味，深獲客人愛戴。 4. 蛋餅也不像現在外面的餅皮，本店餅皮 Q 軟，也是老闆親自調配。 5. 咖啡牛奶、花生牛奶等冷熱飲，因味道香濃，獨特是許多客人必點的飲品。,週一~週日05:40–12:00，週六休息,東區,701 臺南市東區東安路217號,+886-6-2363303,,22.99552,120.22695,,異國料理、飲料冰品,美食,2021-03-04 12:01:54
1521,zh-tw,香港朱記茶水灘,"本店創於1999年，早創時期只以港式點心為主，認為服務擴大顧客，才擴大營業，改以小炒類為主。本著薄利多銷的原則，採中低價位，經過眾多顧客的認同，才走出自己的風格。 
本店港式點心以蜜之鳳爪、水晶蝦餃、藥膳魚肚…等，小炒類又以松阪豬肉、薑絲大腸、剁椒龍膽…等最為暢銷。",本店創於1999年，早創時期只以港式點心為主，認為服務擴大顧客，才擴大營業，改以小炒類為主。本著薄利多銷的原則，採中低價位，經過眾多顧客的認同，才走出自己的風格。 本店港式點心以蜜之鳳爪、水晶蝦餃、藥膳魚肚&hellip;等，小炒類又以松阪豬肉、薑絲大腸、剁椒龍膽&hellip;等最為暢銷。,週一~週四10:00–14:00、16:30–22:30 週五~週日10:00–14:30,南區,702 臺南市南區大同路二段188號,+886-6-2139998,,22.97702,120.21361,,中式美食,美食,2018-12-13 15:41:57
1524,zh-tw,桃山日式餐廳,"場地說明 ：由於一開始宴客桌數預訂只有十桌，餐廳安排在包廂式的龍鳳廳，不關門的話剛好可放上10桌，加上廳外預備的空間可再增加2桌。包廂內的裝潢簡單優雅，空間的部份雖然是包廂，不過滿剛好的，桌巾椅布的色系柔和，地上也有地毯；桃山的一樓是給一般客人使用，二樓就是宴客的餐廳，包廂外面就是一個可容納三四十桌的宴客場地，還有一個很大的舞台，有單槍投影機跟音響可以使用。
​
設備說明 ：單槍投影機、音響；有專人服務，且免費使用。免費提供收禮桌、畫架(相片架)、禮金簿、簽名簿、喜糖…因為餐廳裡的裝潢已經滿新穎且大方，所以不用另外佈置就很漂亮，餐廳又額外放了幾個氣球，整體風格很溫馨。","場地說明 ：由於一開始宴客桌數預訂只有十桌，餐廳安排在包廂式的龍鳳廳，不關門的話剛好可放上10桌，加上廳外預備的空間可再增加2桌。包廂內的裝潢簡單優雅，空間的部份雖然是包廂，不過滿剛好的，桌巾椅布的色系柔和，地上也有地毯；桃山的一樓是給一般客人使用，二樓就是宴客的餐廳，包廂外面就是一個可容納三四十桌的宴客場地，還有一個很大的舞台，有單槍投影機跟音響可以使用。

設備說明 ：單槍投影機、音響；有專人服務，且免費使用。免費提供收禮桌、畫架(相片架)、禮金簿、簽名簿、喜糖&hellip;因為餐廳裡的裝潢已經滿新穎且大方，所以不用另外佈置就很漂亮，餐廳又額外放了幾個氣球，整體風格很溫馨。",週一~週日11:00–14:00、17:00–21:00,南區,702 臺南市南區健康路二段460號,+886-6-2614163,,22.98255,120.18526,,異國料理,美食,2021-03-04 12:01:54
1527,zh-tw,老鄧牛肉麵,"屹立於台南市水交社空軍眷村的「老鄧牛肉麵」，舊址未來將變更為「台南水交社文化園區」，於是老鄧於民國97年搬遷到新址，希望藉由更好的改造與行銷的手法讓老鄧牛肉麵更好，老鄧以此「讓客人想到了牛肉麵或滷味就想到了老鄧，也能讓老鄧牛肉麵成為台南赫赫有名的小吃之一~聞名全台」為目標。
台灣知名的牛肉麵不勝枚舉，麵食、滷味、涼拌小菜等，都是台灣隨處可見的小吃。牛肉麵湯頭各有各的風味，但老鄧湯裡的牛肉卻是眾家牛肉麵店所無法比擬的，牛肉吃起來相當的軟嫩又入味。來台南水交社老鄧店裡用餐，店面裝潢雖然沒有非常的華麗，但是『採",屹立於台南市水交社空軍眷村的「老鄧牛肉麵」，舊址未來將變更為「台南水交社文化園區」，於是老鄧於民國97年搬遷到新址，希望藉由更好的改造與行銷的手法讓老鄧牛肉麵更好，老鄧以此「讓客人想到了牛肉麵或滷味就想到了老鄧，也能讓老鄧牛肉麵成為台南赫赫有名的小吃之一~聞名全台」為目標。 台灣知名的牛肉麵不勝枚舉，麵食、滷味、涼拌小菜等，都是台灣隨處可見的小吃。牛肉麵湯頭各有各的風味，但老鄧湯裡的牛肉卻是眾家牛肉麵店所無法比擬的，牛肉吃起來相當的軟嫩又入味。來台南水交社老鄧店裡用餐，店面裝潢雖然沒有非常的華麗，但是『採,週一~週日11:00~21:00,南區,702 臺南市南區大成路一段79號,+886-6-2645435,,22.97491,120.20077,,麵食醬料、中式美食,美食,2022-02-02 12:04:00
1528,zh-tw,主恩之家刀削麵,刀削麵為其特色，手工蔥油餅水餃最為熱銷，環境乾淨。,刀削麵為其特色，手工蔥油餅水餃最為熱銷，環境乾淨。,週一~週日11:00~14:00、16:30~21:00,南區,702 臺南市南區文南路330號,+886-6-2631222,,22.98759,120.19024,,麵食醬料、中式美食,美食,2021-03-04 12:01:55
1532,zh-tw,海龍肉粽,"「海龍肉粽」創始人辛海樹於20歲當完「日本兵」後從菲律賓回家，便在府城傳統市場水仙宮賣肉粽和菜粽，由於大家叫他「海龍仔」，便將店名取為「海龍肉粽」。 
海龍肉粽將炒過肉燥和生米、肉塊、鹹鴨蛋、香菇及花生仁放進竹葉內，緊實綑綁，除肉燥外，其它都是生的，肉粽放進水中水煮，邊煮邊加水，如此2個小時之後，便能做出好吃的海龍肉粽。 
海龍肉粽店老闆表示，他們的粽子「常吃也不會鬧胃酸，因為糯米洗完馬上離水瀝乾，不但能降低胃酸分泌，也可增加肉粽的Ｑ度。」",「海龍肉粽」創始人辛海樹於20歲當完「日本兵」後從菲律賓回家，便在府城傳統市場水仙宮賣肉粽和菜粽，由於大家叫他「海龍仔」，便將店名取為「海龍肉粽」。 海龍肉粽將炒過肉燥和生米、肉塊、鹹鴨蛋、香菇及花生仁放進竹葉內，緊實綑綁，除肉燥外，其它都是生的，肉粽放進水中水煮，邊煮邊加水，如此2個小時之後，便能做出好吃的海龍肉粽。 海龍肉粽店老闆表示，他們的粽子「常吃也不會鬧胃酸，因為糯米洗完馬上離水瀝乾，不但能降低胃酸分泌，也可增加肉粽的Ｑ度。」,週一~週六06:00–23:00，週日休息,中西區,700 臺南市中西區金華路四段134號,+886-6-2252711,,22.99948,120.19535,,地方小吃、中式美食,美食,2021-03-04 12:01:55
1533,zh-tw,阿秀古早味肉粽,阿秀是個家庭主婦，因為好手藝，過去十多年來，親朋好友都拜託她綁粽子，客人要出國也都帶著她的肉粽，所以國內外都有忠實顧客，因此才起意弄個小店。道地的台南古早味肉粽，請大家來嚐嚐，吃過後一定會回味無窮。老闆不用醬油調味，一口粽味道全在其中，入口即化的上等五花肉、鹹蛋黃、香菇、土豆、紅蔥頭一應俱全，有純糯米粽、五穀粽和南瓜粽3種口味，糯米粽的古早味，南瓜粽的香、Q、甜，還有不適合吃糯米的人可以試試五穀粽！,阿秀是個家庭主婦，因為好手藝，過去十多年來，親朋好友都拜託她綁粽子，客人要出國也都帶著她的肉粽，所以國內外都有忠實顧客，因此才起意弄個小店。道地的台南古早味肉粽，請大家來嚐嚐，吃過後一定會回味無窮。老闆不用醬油調味，一口粽味道全在其中，入口即化的上等五花肉、鹹蛋黃、香菇、土豆、紅蔥頭一應俱全，有純糯米粽、五穀粽和南瓜粽3種口味，糯米粽的古早味，南瓜粽的香、Q、甜，還有不適合吃糯米的人可以試試五穀粽！,週一~週六07:30–18:00，週日休息,北區,704 臺南市北區海安路三段71巷17號,+886-6-2232383,,23.00261,120.19881,,地方小吃、中式美食,美食,2021-03-04 12:01:55
1534,zh-tw,華興鱔魚意麵,商家堅持道地美味，食材新鮮，衛生乾淨，而且一般平價，值得一試。,商家堅持道地美味，食材新鮮，衛生乾淨，而且一般平價，值得一試。,週一~週日11:00~14:00、17:00~00:00，週二休息,北區,704 臺南市北區公園路840號,+886-6-2523919,,23.0133,120.2121,,地方小吃、麵食醬料、中式美食,美食,2022-02-02 12:04:06
1535,zh-tw,茂記黑豆花大王,"『茂』字號黑豆花所製作的黑豆花，細緻又綿密的特殊風味，著實能滿足消費者的口腹之慾。在府城小吃中，只有『茂』字號才是黑豆花的創始者。 
海陸兩棲蛙人軍官退伍的吳老闆，從《本草綱目》記載的『服食烏豆，令人潤肌膚、益顏色、填骨隨、長氣力、補虛能食』中得到靈感，以一種不破壞黑豆豐富營養成分的做法，將黑豆製作成黑豆花。",『茂』字號黑豆花所製作的黑豆花，細緻又綿密的特殊風味，著實能滿足消費者的口腹之慾。在府城小吃中，只有『茂』字號才是黑豆花的創始者。 海陸兩棲蛙人軍官退伍的吳老闆，從《本草綱目》記載的『服食烏豆，令人潤肌膚、益顏色、填骨隨、長氣力、補虛能食』中得到靈感，以一種不破壞黑豆豐富營養成分的做法，將黑豆製作成黑豆花。,週一~週日09:00–22:00,安平區,708 臺南市安平區安北路441號,+886-6-3911373,,22.99983,120.15327,,飲料冰品,美食,2022-02-02 12:03:55
1536,zh-tw,甜在心咖啡館,甜在心咖啡館，著「要奉獻一切為客人服務， 憑著良心尊嚴從事工作，您的滿意為我首要顧念。 」有著對品質的堅持、親切的服務態度，讓來此品嚐美食的您，甜在心。,甜在心咖啡館，著「要奉獻一切為客人服務， 憑著良心尊嚴從事工作，您的滿意為我首要顧念。 」有著對品質的堅持、親切的服務態度，讓來此品嚐美食的您，甜在心。,週一~週日09:00–18:00，週三休息,北區,704 臺南市北區北忠街58巷12號,+886-6-2268168,,22.9991,120.21136,,咖啡茶鋪、飲料冰品,美食,2022-02-02 12:03:48
1538,zh-tw,林家-碗開富粿,"林家碗粿創立於1979年，至今已有30年的歷史。林爸爸辛苦用心種下一顆碗粿種子，憑著對顧客的用心與堅持，將每日現做的碗粿，新鮮送到客人手上。靠著料好實在的口碑和客人口耳相傳，在台南已獲得不少老饕們的迴響，人氣居高不下。 
「碗開富粿」取其諧音「花開富貴」，希望藉由吉祥的意義，傳承台南在地美食風味，也將吉祥福氣帶給大家。 
以獨特古早味、俗又大碗、紮實口感碗粿抓住每位客人的心，林家－碗開富粿也提供素碗粿，讓吃素的人也能一飽口福。",林家碗粿創立於1979年，至今已有30年的歷史。林爸爸辛苦用心種下一顆碗粿種子，憑著對顧客的用心與堅持，將每日現做的碗粿，新鮮送到客人手上。靠著料好實在的口碑和客人口耳相傳，在台南已獲得不少老饕們的迴響，人氣居高不下。 「碗開富粿」取其諧音「花開富貴」，希望藉由吉祥的意義，傳承台南在地美食風味，也將吉祥福氣帶給大家。 以獨特古早味、俗又大碗、紮實口感碗粿抓住每位客人的心，林家－碗開富粿也提供素碗粿，讓吃素的人也能一飽口福。,週一~週日06:30–12:00,北區,704 臺南市北區開元路148巷7號,+886-6-2368417,,23.00669,120.21963,,地方小吃、中式美食,美食,2021-03-04 12:01:56
1539,zh-tw,安徒生咖啡館,"位於南市唯一綠色林蔭大道東豐路上，難得一見的綠色加上鄰近的成功大學及成大醫院，促使許多的咖啡館及餐館集中於此，形成本區特殊咖啡文化。 
本店以咖啡色系為主，歐式風格呈現的咖啡館，進口的生豆及店主人自行烘培強調新先的咖啡豆，皆形成本店強烈風格，隨時進到本店，空氣中瀰漫著濃烈的咖啡香，溫馨的室內空間更提供了三五好友聊天的好去處。",位於南市唯一綠色林蔭大道東豐路上，難得一見的綠色加上鄰近的成功大學及成大醫院，促使許多的咖啡館及餐館集中於此，形成本區特殊咖啡文化。 本店以咖啡色系為主，歐式風格呈現的咖啡館，進口的生豆及店主人自行烘培強調新先的咖啡豆，皆形成本店強烈風格，隨時進到本店，空氣中瀰漫著濃烈的咖啡香，溫馨的室內空間更提供了三五好友聊天的好去處。,週一~週日10:00–21:00，週二休息,北區,704 臺南市北區東豐路249號,+886-6-2366771,,23.00316,120.22161,,咖啡茶鋪、飲料冰品,美食,2022-02-02 12:02:28
1541,zh-tw,陳家蚵捲,在陳家蚵捲的對面騎樓，每天都可以看見好幾位婦女快手快腳地剝殼挖蚵，店內販售的產品有多新鮮，讓你一眼就知道。不管是蚵捲、蚵仔酥、蚵仔煎，甚至是烤生蚵，這裡都吃得到，想來體驗鮮味濃厚的安平海味，可別錯過蚵仔大餐。,在陳家蚵捲的對面騎樓，每天都可以看見好幾位婦女快手快腳地剝殼挖蚵，店內販售的產品有多新鮮，讓你一眼就知道。不管是蚵捲、蚵仔酥、蚵仔煎，甚至是烤生蚵，這裡都吃得到，想來體驗鮮味濃厚的安平海味，可別錯過蚵仔大餐。,週一~週日10:00–21:00,安平區,708 臺南市安平區安平路786號,+886-6-2229661,,23.00033,120.1617,,地方小吃、中式美食,美食,2022-02-02 12:03:10
1543,zh-tw,詠純冰品,"府城枝仔冰專門店創立於50年代，位於市中心，民生綠園圓環旁。 
秉持著數十年來對品質的苛求，讓冰品在眾多競爭對手的市場中仍能在府城屹立不搖。 陪伴台南人成長，是許多人的童年回憶。 
本店冰品在製造過程中不添加任何色素及化學香料，每一滴水皆過濾、煮沸，原料皆以天然食材，品質保證，讓消費者皆能安心食用，吃多了也不會造成身體的負擔。",府城枝仔冰專門店創立於50年代，位於市中心，民生綠園圓環旁。 秉持著數十年來對品質的苛求，讓冰品在眾多競爭對手的市場中仍能在府城屹立不搖。 陪伴台南人成長，是許多人的童年回憶。 本店冰品在製造過程中不添加任何色素及化學香料，每一滴水皆過濾、煮沸，原料皆以天然食材，品質保證，讓消費者皆能安心食用，吃多了也不會造成身體的負擔。,週一~週日09:30–21:00,安平區,708 臺南市安平區慶平路743號,+886-6-2990678,,22.9976,120.16603,,飲料冰品,美食,2021-03-04 12:01:57
1544,zh-tw,台邦商旅-帕莎西餐廳,帕莎西餐廳位於臺邦商旅內，用餐環境簡單舒適，套餐系列附有麵包、開胃酒、前菜、湯、沙拉、主餐、甜點、飲料，堅持選用新鮮的食材，加上廚師的巧手，讓食物更為可口。,帕莎西餐廳位於臺邦商旅內，用餐環境簡單舒適，套餐系列附有麵包、開胃酒、前菜、湯、沙拉、主餐、甜點、飲料，堅持選用新鮮的食材，加上廚師的巧手，讓食物更為可口。,週一~週日06:30–10:00、11:30–14:00、14:30–16:00、17:30–21:00,安平區,708 臺南市安平區永華二街197號,+886-6-2932888,,22.98853,120.18433,,異國料理、飲料冰品,美食,2022-02-02 12:04:12
1549,zh-tw,富霖宴會館-港式飲茶,富霖餐廳提供結婚喜宴、商務會議、宴請賓客、商品發表、春酒尾牙、謝師宴等場地，地理位置好找，且提供專用停車空間，讓來此用餐的客人免去找停車位的麻煩。,富霖餐廳提供結婚喜宴、商務會議、宴請賓客、商品發表、春酒尾牙、謝師宴等場地，地理位置好找，且提供專用停車空間，讓來此用餐的客人免去找停車位的麻煩。,週一~週日09:30–14:00、17:00–21:00,安平區,708 臺南市安平區華平路458號,+886-6-2937299,,22.9919649,120.1753185,,中式美食,美食,2022-08-24 12:01:23
1554,zh-tw,桂記手工水餃館,始終堅持採用口感較好的本地梨山高麗菜，絕不因成本高而改用進口高麗菜；豬肉嚴選上等後腿肉、五花肉，所有食材都有固定合作廠商，每日新鮮進貨。獨家鮮蝦水餃、花枝水餃，內包整大隻新鮮蝦仁，整大塊新鮮花枝，使用特大號水餃皮，體積是一般市售水餃2倍大。,始終堅持採用口感較好的本地梨山高麗菜，絕不因成本高而改用進口高麗菜；豬肉嚴選上等後腿肉、五花肉，所有食材都有固定合作廠商，每日新鮮進貨。獨家鮮蝦水餃、花枝水餃，內包整大隻新鮮蝦仁，整大塊新鮮花枝，使用特大號水餃皮，體積是一般市售水餃2倍大。,週一~週日11:00–20:30,安南區,709 臺南市安南區宜居路131號,+886-6-3584270,+886-6-3586811,23.01914,120.1855,,麵食醬料、中式美食,美食,2022-02-02 12:03:32
1555,zh-tw,四季味湯包食堂,熱賣的商品有：鮮肉湯包、蝦仁蒸餃、手工豬肉水餃、麵類方面有：原汁牛肉麵、現炸排骨麵、汕頭乾麵等等。,位於安和路一段上 ，在一間耳鼻喉科的旁邊，熱賣的商品有：鮮肉湯包、蝦仁蒸餃、手工豬肉水餃、麵類方面有：原汁牛肉麵、現炸排骨麵、汕頭乾麵等等。,週一~週日11:00–14:00、17:00–20:30,東區,701 臺南市東區東平路170號,+886-62081978,,22.99569,120.22908,,麵食醬料、中式美食,美食,2021-03-04 12:04:56
